locale	length	ldml_pattern	normalized	finetype_type	note
so-ET	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
so-ET	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
so-KE	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
so-KE	medium	dd-MMM-y	dd-MMM-y	datetime.date.abbreviated_month	abbreviated month
so-KE	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
so-KE	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
sq	short	d.M.yy	d.M.yy	datetime.date.eu_dot	DMY dot
sq	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sq	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sq	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sq-MK	short	d.M.yy	d.M.yy	datetime.date.eu_dot	DMY dot
sq-MK	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sq-MK	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sq-MK	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sq-XK	short	d.M.yy	d.M.yy	datetime.date.eu_dot	DMY dot
sq-XK	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sq-XK	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sq-XK	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sr	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Cyrl	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Cyrl	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Cyrl-BA	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl-BA	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl-BA	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Cyrl-BA	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Cyrl-ME	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl-ME	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl-ME	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Cyrl-ME	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Cyrl-XK	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl-XK	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Cyrl-XK	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Cyrl-XK	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Latn-BA	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Latn-BA	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Latn-BA	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Latn-BA	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Latn-ME	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Latn-ME	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Latn-ME	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Latn-ME	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
sr-Latn-XK	short	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Latn-XK	medium	d. M. y.	d. M. y	datetime.date.eu_dot	DMY dot
sr-Latn-XK	long	d. MMMM y.	d. MMMM y	datetime.date.long_full_month	full month
sr-Latn-XK	full	EEEE, d. MMMM y.	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
ss	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ss	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
ss	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
ss	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ss-SZ	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ss-SZ	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
ss-SZ	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
ss-SZ	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ssy	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ssy	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
ssy	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
ssy	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
st	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
st	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
st	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
st	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
st-LS	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
st-LS	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
st-LS	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
st-LS	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
su	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
su	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
su	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
su	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
su-Latn	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
su-Latn	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
su-Latn	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
su-Latn	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sv-AX	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
sv-AX	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sv-AX	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sv-AX	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
sv-FI	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
sv-FI	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sv-FI	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sv-FI	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
sw	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
sw	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sw	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sw	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sw-CD	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
sw-CD	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sw-CD	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sw-CD	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sw-KE	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
sw-KE	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sw-KE	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sw-KE	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
sw-UG	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
sw-UG	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
sw-UG	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
sw-UG	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
syr	short	d-MM-y	d-MM-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
syr	medium	d ܒMMM y	d ܒMMM y	datetime.date.abbreviated_month	abbreviated month
syr	long	d ܒMMMM y	d ܒMMMM y	datetime.date.long_full_month	full month
syr	full	EEEE، d ܒMMMM y	EEEE، d ܒMMMM y	datetime.date.weekday_full_month	weekday + full month
syr-SY	short	d-MM-y	d-MM-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
syr-SY	medium	d ܒMMM y	d ܒMMM y	datetime.date.abbreviated_month	abbreviated month
syr-SY	long	d ܒMMMM y	d ܒMMMM y	datetime.date.long_full_month	full month
syr-SY	full	EEEE، d ܒMMMM y	EEEE، d ܒMMMM y	datetime.date.weekday_full_month	weekday + full month
szl	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
szl	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
szl	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
szl	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ta	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ta	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ta	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
ta	full	EEEE, d MMMM, y	EEEE, d MMMM, y	datetime.date.weekday_full_month	weekday + full month
ta-LK	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ta-LK	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ta-LK	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
ta-LK	full	EEEE, d MMMM, y	EEEE, d MMMM, y	datetime.date.weekday_full_month	weekday + full month
ta-MY	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ta-MY	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ta-MY	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
ta-MY	full	EEEE, d MMMM, y	EEEE, d MMMM, y	datetime.date.weekday_full_month	weekday + full month
ta-SG	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ta-SG	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
ta-SG	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
ta-SG	full	EEEE, d MMMM, y	EEEE, d MMMM, y	datetime.date.weekday_full_month	weekday + full month
te	short	dd-MM-yy	dd-MM-yy	datetime.date.eu_slash	DMY dash (eu_slash variant)
te	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
te	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
te	full	d, MMMM y, EEEE	d, MMMM y, EEEE	datetime.date.weekday_full_month	weekday + full month
teo	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
teo	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
teo	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
teo	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
teo-KE	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
teo-KE	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
teo-KE	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
teo-KE	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
tg	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
tg	medium	dd MMM y	dd MMM y	datetime.date.abbreviated_month	abbreviated month
tg	long	dd MMMM y	dd MMMM y	datetime.date.long_full_month	full month
tg	full	EEEE, dd MMMM y	EEEE, dd MMMM y	datetime.date.weekday_full_month	weekday + full month
th	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
th	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
th	long	d MMMM G y	d MMMM G y	datetime.date.long_full_month	full month
th	full	EEEEที่ d MMMM G y	EEEEที่ d MMMM G y	datetime.date.weekday_full_month	weekday + full month
ti	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
ti	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
ti	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
ti	full	EEEE፣ d MMMM y	EEEE፣ d MMMM y	datetime.date.weekday_full_month	weekday + full month
ti-ER	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
ti-ER	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
ti-ER	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
ti-ER	full	EEEE፣ d MMMM y	EEEE፣ d MMMM y	datetime.date.weekday_full_month	weekday + full month
tig	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
tig	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
tig	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
tig	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
tk	short	dd.MM.y	dd.MM.y	datetime.date.eu_dot	DMY dot
tk	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
tk	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
tk	full	d MMMM y EEEE	d MMMM y EEEE	datetime.date.weekday_full_month	weekday + full month
tn	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
tn	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
tn	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
tn	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
tn-BW	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
tn-BW	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
tn-BW	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
tn-BW	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
to	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
to	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
to	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
to	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
tok	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
tok	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
tok	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
tok	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
tpi	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
tpi	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
tpi	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
tpi	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
tr-CY	short	d.MM.y	d.MM.y	datetime.date.eu_dot	DMY dot
tr-CY	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
tr-CY	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
tr-CY	full	d MMMM y EEEE	d MMMM y EEEE	datetime.date.weekday_full_month	weekday + full month
trv	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
trv	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
trv	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
trv	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
trw	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
trw	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
trw	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
trw	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ts	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ts	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
ts	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
ts	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
tt	short	dd.MM.y	dd.MM.y	datetime.date.eu_dot	DMY dot
tt	medium	d MMM, y 'ел'	d MMM, y	datetime.date.abbreviated_month	abbreviated month
tt	long	d MMMM, y 'ел'	d MMMM, y	datetime.date.long_full_month	full month
tt	full	d MMMM, y 'ел', EEEE	d MMMM, y, EEEE	datetime.date.weekday_full_month	weekday + full month
twq	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
twq	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
twq	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
twq	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
tyv	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
tyv	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
tyv	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
tyv	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
tzm	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
tzm	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
tzm	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
tzm	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ug	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ug	medium	d-MMM، y	d-MMM، y	datetime.date.abbreviated_month	abbreviated month
ug	long	d-MMMM، y	d-MMMM، y	datetime.date.long_full_month	full month
ug	full	y d-MMMM، EEEE	y d-MMMM، EEEE	datetime.date.weekday_full_month	weekday + full month
und	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
und	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
und	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
und	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ur	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ur	medium	d MMM، y	d MMM، y	datetime.date.abbreviated_month	abbreviated month
ur	long	d MMMM، y	d MMMM، y	datetime.date.long_full_month	full month
ur	full	EEEE، d MMMM، y	EEEE، d MMMM، y	datetime.date.weekday_full_month	weekday + full month
ur-IN	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ur-IN	medium	d MMM، y	d MMM، y	datetime.date.abbreviated_month	abbreviated month
ur-IN	long	d MMMM، y	d MMMM، y	datetime.date.long_full_month	full month
ur-IN	full	EEEE، d MMMM، y	EEEE، d MMMM، y	datetime.date.weekday_full_month	weekday + full month
uz	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
uz	medium	d-MMM, y	d-MMM, y	datetime.date.abbreviated_month	abbreviated month
uz	long	d-MMMM, y	d-MMMM, y	datetime.date.long_full_month	full month
uz	full	EEEE, d-MMMM, y	EEEE, d-MMMM, y	datetime.date.weekday_full_month	weekday + full month
uz-Arab	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
uz-Arab	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
uz-Arab	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
uz-Arab	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
uz-Cyrl	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
uz-Cyrl	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
uz-Cyrl	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
uz-Cyrl	full	EEEE, dd MMMM, y	EEEE, dd MMMM, y	datetime.date.weekday_full_month	weekday + full month
uz-Latn	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
uz-Latn	medium	d-MMM, y	d-MMM, y	datetime.date.abbreviated_month	abbreviated month
uz-Latn	long	d-MMMM, y	d-MMMM, y	datetime.date.long_full_month	full month
uz-Latn	full	EEEE, d-MMMM, y	EEEE, d-MMMM, y	datetime.date.weekday_full_month	weekday + full month
vai	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
vai	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
vai	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
vai	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
vai-Latn	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
vai-Latn	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
vai-Latn	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
vai-Latn	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
vai-Vaii	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
vai-Vaii	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
vai-Vaii	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
vai-Vaii	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ve	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ve	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
ve	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
ve	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
vec	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
vec	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
vec	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
vec	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
